tree_cn,plot_cn,block,plot,x_pos,y_pos,tree,position,species,spec_long,spec_short,origin,group,plot_species,sr,fert,mortality_2017,mortality_2018,mortality_2019,beetles,height_2017,height_2018,dia_2017,dia_2018,height,pos,rsheight,height_new
I.4.359.2.1,I.4.359,4,359,2,1,2.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.13775688956898,2.13775688956898
I.4.359.2.2,I.4.359,4,359,2,2,2.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,170,229,28,29,2.29,NA,NA,2.29
I.4.359.2.3,I.4.359,4,359,2,3,2.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,200,237,35,39,2.37,NA,NA,2.37
I.4.359.2.4,I.4.359,4,359,2,4,2.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,140,176,21,14,1.76,NA,NA,1.76
I.4.359.2.5,I.4.359,4,359,2,5,2.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,190,247,27,30,2.47,NA,NA,2.47
I.4.359.2.6,I.4.359,4,359,2,6,2.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,220,300,42,36,3,NA,NA,3
I.4.359.2.7,I.4.359,4,359,2,7,2.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.2912478575329698,2.2912478575329698
I.4.359.3.1,I.4.359,4,359,3,1,3.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.13775688956898,2.13775688956898
I.4.359.3.2,I.4.359,4,359,3,2,3.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,200,260,29,39,2.6,NA,NA,2.6
I.4.359.3.3,I.4.359,4,359,3,3,3.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,180,230,28,38,2.3,NA,NA,2.3
I.4.359.3.4,I.4.359,4,359,3,4,3.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,250,315,42,42,3.15,NA,NA,3.15
I.4.359.3.5,I.4.359,4,359,3,5,3.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,175,224,30,29,2.24,NA,NA,2.24
I.4.359.3.6,I.4.359,4,359,3,6,3.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,185,242,35,28,2.42,NA,NA,2.42
I.4.359.3.7,I.4.359,4,359,3,7,3.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.2912478575329698,2.2912478575329698
I.4.359.4.1,I.4.359,4,359,4,1,4.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.13775688956898,2.13775688956898
I.4.359.4.2,I.4.359,4,359,4,2,4.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,200,265,31,35,2.65,NA,NA,2.65
I.4.359.4.3,I.4.359,4,359,4,3,4.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,170,210,27,28,2.1,NA,NA,2.1
I.4.359.4.4,I.4.359,4,359,4,4,4.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,180,226,38,46,2.26,NA,NA,2.26
I.4.359.4.5,I.4.359,4,359,4,5,4.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,180,237,30,27,2.37,NA,NA,2.37
I.4.359.4.6,I.4.359,4,359,4,6,4.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,200,266,38,45,2.66,NA,NA,2.66
I.4.359.4.7,I.4.359,4,359,4,7,4.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.2912478575329698,2.2912478575329698
I.4.359.5.1,I.4.359,4,359,5,1,5.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.13775688956898,2.13775688956898
I.4.359.5.2,I.4.359,4,359,5,2,5.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,190,240,34,35,2.4,NA,NA,2.4
I.4.359.5.3,I.4.359,4,359,5,3,5.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,150,192,25,24,1.92,NA,NA,1.92
I.4.359.5.4,I.4.359,4,359,5,4,5.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,170,228,32,34,2.28,NA,NA,2.28
I.4.359.5.5,I.4.359,4,359,5,5,5.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,225,285,38,46,2.85,NA,NA,2.85
I.4.359.5.6,I.4.359,4,359,5,6,5.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,125,157,21,21,1.57,NA,NA,1.57
I.4.359.5.7,I.4.359,4,359,5,7,5.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.2912478575329698,2.2912478575329698
I.4.359.6.1,I.4.359,4,359,6,1,6.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.13775688956898,2.13775688956898
I.4.359.6.2,I.4.359,4,359,6,2,6.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,195,246,37,42,2.46,NA,NA,2.46
I.4.359.6.3,I.4.359,4,359,6,3,6.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,115,136,17,16,1.36,NA,NA,1.36
I.4.359.6.4,I.4.359,4,359,6,4,6.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,125,137,27,22,1.37,NA,NA,1.37
I.4.359.6.5,I.4.359,4,359,6,5,6.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,200,270,28,34,2.7,NA,NA,2.7
I.4.359.6.6,I.4.359,4,359,6,6,6.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,160,213,28,29,2.13,NA,NA,2.13
I.4.359.6.7,I.4.359,4,359,6,7,6.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.2912478575329698,2.2912478575329698
I.4.359.7.1,I.4.359,4,359,7,1,7.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,SW,2.24476149824895,2.24476149824895
I.4.359.7.2,I.4.359,4,359,7,2,7.2,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.18114686450597,2.18114686450597
I.4.359.7.3,I.4.359,4,359,7,3,7.3,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.18114686450597,2.18114686450597
I.4.359.7.4,I.4.359,4,359,7,4,7.4,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.18114686450597,2.18114686450597
I.4.359.7.5,I.4.359,4,359,7,5,7.5,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.18114686450597,2.18114686450597
I.4.359.7.6,I.4.359,4,359,7,6,7.6,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.18114686450597,2.18114686450597
I.4.359.7.7,I.4.359,4,359,7,7,7.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,PIAB,1,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,2.33556534440195,2.33556534440195
I.4.360.1.1,I.4.360,4,360,1,1,1.1,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NW,4.54351444775306,4.54351444775306
I.4.360.1.2,I.4.360,4,360,1,2,1.2,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,4.41433547805212,4.41433547805212
I.4.360.1.3,I.4.360,4,360,1,3,1.3,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.89342638714303,2.89342638714303
I.4.360.1.4,I.4.360,4,360,1,4,1.4,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.89342638714303,2.89342638714303
I.4.360.1.5,I.4.360,4,360,1,5,1.5,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,2.89342638714303,2.89342638714303
I.4.360.1.6,I.4.360,4,360,1,6,1.6,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,4.41433547805212,4.41433547805212
I.4.360.1.7,I.4.360,4,360,1,7,1.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,2.850942562408,2.850942562408
I.4.360.2.1,I.4.360,4,360,2,1,2.1,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.426052020019,2.426052020019
I.4.360.2.2,I.4.360,4,360,2,2,2.2,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,400,475,33,35,4.75,NA,NA,4.75
I.4.360.2.3,I.4.360,4,360,2,3,2.3,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,430,520,40,44,5.2,NA,NA,5.2
I.4.360.2.4,I.4.360,4,360,2,4,2.4,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,305,465,21,23,4.65,NA,NA,4.65
I.4.360.2.5,I.4.360,4,360,2,5,2.5,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,430,515,44,49,5.15,NA,NA,5.15
I.4.360.2.6,I.4.360,4,360,2,6,2.6,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,425,505,36,42,5.05,NA,NA,5.05
I.4.360.2.7,I.4.360,4,360,2,7,2.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.65880232069501,2.65880232069501
I.4.360.3.1,I.4.360,4,360,3,1,3.1,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,3.94696111092809,3.94696111092809
I.4.360.3.2,I.4.360,4,360,3,2,3.2,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,155,193,11,11,1.93,NA,NA,1.93
I.4.360.3.3,I.4.360,4,360,3,3,3.3,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,355,425,31,34,4.25,NA,NA,4.25
I.4.360.3.4,I.4.360,4,360,3,4,3.4,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.4.360.3.5,I.4.360,4,360,3,5,3.5,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,295,372,17,18,3.72,NA,NA,3.72
I.4.360.3.6,I.4.360,4,360,3,6,3.6,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,290,371,24,25,3.71,NA,NA,3.71
I.4.360.3.7,I.4.360,4,360,3,7,3.7,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.1797114116041,4.1797114116041
I.4.360.4.1,I.4.360,4,360,4,1,4.1,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.426052020019,2.426052020019
I.4.360.4.2,I.4.360,4,360,4,2,4.2,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,dead,dead,0,270,311,26,26,3.11,NA,NA,3.11
I.4.360.4.3,I.4.360,4,360,4,3,4.3,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,255,288,18,28,2.88,NA,NA,2.88
I.4.360.4.4,I.4.360,4,360,4,4,4.4,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,175,237,18,23,2.37,NA,NA,2.37
I.4.360.4.5,I.4.360,4,360,4,5,4.5,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,365,440,35,37.5,4.4,NA,NA,4.4
I.4.360.4.6,I.4.360,4,360,4,6,4.6,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,235,281,18,23,2.81,NA,NA,2.81
I.4.360.4.7,I.4.360,4,360,4,7,4.7,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,E,4.1797114116041,4.1797114116041
I.4.360.5.1,I.4.360,4,360,5,1,5.1,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,3.94696111092809,3.94696111092809
I.4.360.5.2,I.4.360,4,360,5,2,5.2,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,190,251,17,27,2.51,NA,NA,2.51
I.4.360.5.3,I.4.360,4,360,5,3,5.3,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,dead,0,340,430,31,33.5,4.3,NA,NA,4.3
I.4.360.5.4,I.4.360,4,360,5,4,5.4,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,dead,0,385,465,38,44,4.65,NA,NA,4.65
I.4.360.5.5,I.4.360,4,360,5,5,5.5,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,245,291,20,22,2.91,NA,NA,2.91
I.4.360.5.6,I.4.360,4,360,5,6,5.6,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,160,193,18,15,1.93,NA,NA,1.93
I.4.360.5.7,I.4.360,4,360,5,7,5.7,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,E,4.1797114116041,4.1797114116041
I.4.360.6.1,I.4.360,4,360,6,1,6.1,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,2.426052020019,2.426052020019
I.4.360.6.2,I.4.360,4,360,6,2,6.2,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,205,292,27,28,2.92,NA,NA,2.92
I.4.360.6.3,I.4.360,4,360,6,3,6.3,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,410,480,38,44,4.8,NA,NA,4.8
I.4.360.6.4,I.4.360,4,360,6,4,6.4,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,265,392,23,36,3.92,NA,NA,3.92
I.4.360.6.5,I.4.360,4,360,6,5,6.5,center,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,dead,dead,0,245,308,26,27,3.08,NA,NA,3.08
I.4.360.6.6,I.4.360,4,360,6,6,6.6,center,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,95,157,10,9,1.57,NA,NA,1.57
I.4.360.6.7,I.4.360,4,360,6,7,6.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,2.65880232069501,2.65880232069501
I.4.360.7.1,I.4.360,4,360,7,1,7.1,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,SW,4.29872279639209,4.29872279639209
I.4.360.7.2,I.4.360,4,360,7,2,7.2,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,3.99404291757411,3.99404291757411
I.4.360.7.3,I.4.360,4,360,7,3,7.3,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.47313382666502,2.47313382666502
I.4.360.7.4,I.4.360,4,360,7,4,7.4,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,2.47313382666502,2.47313382666502
I.4.360.7.5,I.4.360,4,360,7,5,7.5,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,S,3.99404291757411,3.99404291757411
I.4.360.7.6,I.4.360,4,360,7,6,7.6,edge,BEPA,Betula papyrifera Marsh.,B. papyrifera,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,3.99404291757411,3.99404291757411
I.4.360.7.7,I.4.360,4,360,7,7,7.7,edge,QURU,Quercus rubra L.,Q. rubra,North American,angiosperm,BEPA_QURU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,2.01840518754702,2.01840518754702
I.4.361.1.1,I.4.361,4,361,1,1,1.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NW,3.80744083603803,3.80744083603803
I.4.361.1.2,I.4.361,4,361,1,2,1.2,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.51031221396902,3.51031221396902
I.4.361.1.3,I.4.361,4,361,1,3,1.3,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.359237049458858,3.359237049458858
I.4.361.1.4,I.4.361,4,361,1,4,1.4,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.359237049458858,3.359237049458858
I.4.361.1.5,I.4.361,4,361,1,5,1.5,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.51031221396902,3.51031221396902
I.4.361.1.6,I.4.361,4,361,1,6,1.6,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,3.51031221396902,3.51031221396902
I.4.361.1.7,I.4.361,4,361,1,7,1.7,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,3.359237049458858,3.359237049458858
I.4.361.2.1,I.4.361,4,361,2,1,2.1,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,0.963516055977775,0.963516055977775
I.4.361.2.2,I.4.361,4,361,2,2,2.2,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,75,89,17,20.5,0.89,NA,NA,0.89
I.4.361.2.3,I.4.361,4,361,2,3,2.3,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,420,505,39,42.5,5.05,NA,NA,5.05
I.4.361.2.4,I.4.361,4,361,2,4,2.4,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,dead,dead,0,85,96,18,21,0.96,NA,NA,0.96
I.4.361.2.5,I.4.361,4,361,2,5,2.5,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,400,510,31,35.5,5.1,NA,NA,5.1
I.4.361.2.6,I.4.361,4,361,2,6,2.6,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,90,98,16,17.5,0.98,NA,NA,0.98
I.4.361.2.7,I.4.361,4,361,2,7,2.7,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.981539322486,4.981539322486
I.4.361.3.1,I.4.361,4,361,3,1,3.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,4.99178528674701,4.99178528674701
I.4.361.3.2,I.4.361,4,361,3,2,3.2,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,390,387,30,32,3.87,NA,NA,3.87
I.4.361.3.3,I.4.361,4,361,3,3,3.3,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,70,81,18,19.5,0.81,NA,NA,0.81
I.4.361.3.4,I.4.361,4,361,3,4,3.4,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,395,410,34,38,4.1,NA,NA,4.1
I.4.361.3.5,I.4.361,4,361,3,5,3.5,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,95,109,19,23.5,1.09,NA,NA,1.09
I.4.361.3.6,I.4.361,4,361,3,6,3.6,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,100,120,17,20.5,1.2,NA,NA,1.2
I.4.361.3.7,I.4.361,4,361,3,7,3.7,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.981539322486,4.981539322486
I.4.361.4.1,I.4.361,4,361,4,1,4.1,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,damaged,dead,0,NA,NA,NA,NA,NA,W,0.963516055977775,0.963516055977775
I.4.361.4.2,I.4.361,4,361,4,2,4.2,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,dead,dead,dead,0,NA,67,NA,13,0.67,NA,NA,0.67
I.4.361.4.3,I.4.361,4,361,4,3,4.3,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,440,580,43,49.5,5.8,NA,NA,5.8
I.4.361.4.4,I.4.361,4,361,4,4,4.4,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,damaged,dead,0,80,90,18,18.5,0.9,NA,NA,0.9
I.4.361.4.5,I.4.361,4,361,4,5,4.5,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,300,375,25,25,3.75,NA,NA,3.75
I.4.361.4.6,I.4.361,4,361,4,6,4.6,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,415,535,29,31.5,5.35,NA,NA,5.35
I.4.361.4.7,I.4.361,4,361,4,7,4.7,edge,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,0.953270091716772,0.953270091716772
I.4.361.5.1,I.4.361,4,361,5,1,5.1,edge,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,4.99178528674701,4.99178528674701
I.4.361.5.2,I.4.361,4,361,5,2,5.2,center,PIPU,Picea pungens (Engelm.) var. glauca,P. pungens,North American,gymnosperm,ACSA_PIPU,2,Control,NA,dead,dead,0,80,77,21,20,0.77,NA,NA,0.77
I.4.361.5.3,I.4.361,4,361,5,3,5.3,center,ACSA,Acer saccharum Marsh.,A. saccharum,North American,angiosperm,ACSA_PIPU,2,Control,NA,alive,alive,0,310,430,19,20,4.3,NA,NA,4.3
